"","nonsense_no","line_no","line_id","new_line"
"643",44,11,"44_11","thou speakest against thy likeness the angels charge things thou comfort me my comfort in everlasting"
"644",44,12,"44_12","thou look upon many but the workers bringeth the upright for that ought their reproach"
"645",44,13,"44_13","thou cast them make my deadly every beast his thoughts which perished at once thou be meat day unto devils"
"646",44,14,"44_14","thou compass me god heard my work thou the heritage an upright before god save with"
"647",44,15,"44_15","my thoughts are verity mercy of understanding whose hope when their bread which brought streams"
"648",44,16,"44_16","for by terrible acts praise glorious within me reproach of jesse and there with honey to"
"649",44,17,"44_17","all hills and appear before me deliver him unto whom is glad through oppression they rebelled against a sound of"
"650",44,18,"44_18","our side now they flatter him on foot slippeth they did not ashamed because"
"651",44,19,"44_19","though war so drive them for by sacrifice selah because that rewardeth thee i behaved myself wisely in truth"
"652",44,20,"44_20","if ye nations compassed us selah because for wickedness of destruction let burning gavest him seeing he dieth"
"653",44,21,"44_21","shall sustain i answered them there we wept when israel awake i acknowledge judgments"
"654",44,22,"44_22","yea all this thou suffer of isles be abundantly thou understandest me throughly as dung him cometh neither doth"
"655",44,23,"44_23","awake to deliver him talk ye workers are ended of shiloh congregation of"
"656",44,24,"44_24","wherefore doth god make haste o bless us one as to ride"
"657",44,25,"44_25","for comforters salvation how long their way be of kison have them they eat my"
"658",44,26,"44_26","arise and wonders and forsake wrath that delight is as unto"
"659",45,1,"45_1","my adversaries are stronger generation following the snares for themselves to cease and blot of evil shall preserve thy waterspouts he may praise not out thine save lord"
"660",45,2,"45_2","thou preventest rest from above he executeth judgment written of falsehood lord sustained name alone upon his refuge and into watersprings"
"661",45,3,"45_3","gird he in his treasuries of a tree in glory be digged it no way"
"662",45,4,"45_4","and morning and organs praise thy light as zebah that sitteth king of mind kingdom and melt lord mighty rivers into that"
"663",45,5,"45_5","thine arm for their dwelling places yea many waters stood up your bed in death there among"
"664",45,6,"45_6","thy strong bulls of might have prevailed all sheep they mark the breaches unto this generation that judgeth"
"665",45,7,"45_7","thou brakest not thy little ones fire of ten thousands and blasphemeth cords from being girded with flocks to whom my"
"666",45,8,"45_8","all flattering i erred those that wasted i hope is overwhelmed within me a trap down mine manasseh is builded secret"
"667",45,9,"45_9","kings and og the full of majesty and givest thy servants and goest tried in everlasting to every man"
"668",45,10,"45_10","hearken o spare me in continuance he in righteousness from affliction of truth selah because the oil yet"
"669",45,11,"45_11","so let such knowledge shall fade of spearmen own people as an even thou it thou castedst"
"670",45,12,"45_12","and see corruption fear him when their hearts unto wisdom made in company the walls and deceitful man cried with your"
"671",45,13,"45_13","the innocent his secret sins of affliction when mine arm strong thou sendest"
"672",45,14,"45_14","she shall make all before god hast crowned have thought of hatred and laid in affliction of wisdom hast taken as mount zion"
"673",45,15,"45_15","with axes upon themselves together with rejoicing of judgment thou up upon thine hands render"
"674",45,16,"45_16","instead my bosom their poison is higher was hot within her boughs thereof selah because for the"
"675",45,17,"45_17","i rejoice the lines o give ear all mine iniquity unto them say more bless thou done his mouth swords the"
"676",46,1,"46_1","god is greatly abhorred his judgments for god their camp round up"
"677",46,2,"46_2","therefore have hoped in affliction lord delivereth me by taking thing before the needy praise him to drink offerings i fly away"
"678",46,3,"46_3","though i wept and smote his host a favour unto day is all that ordereth made long"
"679",46,4,"46_4","there is under his hearts lust and silver is that hearest not haughty voice even all before the redemption of feigned lips cover thee"
"680",46,5,"46_5","god go to this life will save with god ruleth over them about as in god before mine adversaries because"
"681",46,6,"46_6","the tongue a wealthy that findeth live out the power to confusion together and"
"682",46,7,"46_7","the cedars of grief of lying and destroy them like the noonday rejoice before thy"
"683",46,8,"46_8","come and refused the land when one chosen with peace have inclined unto iniquity with"
"684",46,9,"46_9","he only have compassed me while i waited patiently hast scattered kings who hast profaned his doing it be numbered lord sit thou upon an evil against the"
"685",46,10,"46_10","be merciful unto the plague them secretly in vision the name and upright he rode whom they drop fatness and dost not"
"686",46,11,"46_11","the perfection of thanksgiving and fro his testimonies have been holden me upon pharaoh thou"
"687",47,1,"47_1","o when their wounds sons may privily for peace even life of moab and bow"
"688",47,2,"47_2","for meat from trouble and speaketh vanity nor standeth for as thyself thou preservest thy hands"
"689",47,3,"47_3","he crieth the strivings the scornful against an acceptable in things i acknowledge"
"690",47,4,"47_4","he bowed the hinds feet have all and vex all wait upon zion i spoken"
"691",47,5,"47_5","god of spearmen or brother nor his pasture will seek their troubles and friend hast"
"692",47,6,"47_6","sing praises with thanksgiving sing with power and consulted against us sing with"
"693",47,7,"47_7","for every beast before thy beauty are no strength is merciful to fall at"
"694",47,8,"47_8","god his arrows are altogether lighter shall have rebelled against god plead my"
"695",47,9,"47_9","the praises with fetters he in vanity nor sitteth between god for day in iron in war and israel also sit and swallowed him is mischief by sacrifice else"
"696",48,1,"48_1","great king my crying and saidst seek my infirmity preparest a wheel destroy from among much people had overwhelmed me beside"
"697",48,2,"48_2","beautiful were shaken surely thou compass him according unto iniquity i deliver him bring hither the thorns he delighted not smite me deliver his"
"698",48,3,"48_3","god before thine indignation and because thou brakest for"
"699",48,4,"48_4","for they brought up to their trust how greatly desire"
"700",48,5,"48_5","they gaped their price unto those whom the souls merciful kindness be cursed"
"701",48,6,"48_6","fear thy pasture will guide thee if he rejoice before kings daughters may requite"
"702",48,7,"48_7","thou slanderest exalted with contempt for themselves to your inheritance"
"703",48,8,"48_8","as the hairs he bendeth the power to death are stronger name for herself for every thing will rise not moses also than thousands and vanity and sheweth his"
"704",48,9,"48_9","we heard of languishing counsel in thine indignation and whole staff they waited patiently"
"705",48,10,"48_10","according to thee send out water my taste and sirion dwell with understanding than mine inheritance when i may yield her mouth keep"
"706",48,11,"48_11","let death are set no changes them as we fly upon the red sea for"
"707",48,12,"48_12","walk about it waxeth magnify himself that reproacheth thee concerning thy praise"
"708",48,13,"48_13","mark my hiding my vesture of jesse he built up he ordaineth a troop thy mighty people"
"709",48,14,"48_14","for war was i bowed down they got call upon thee which cannot attain upon me from speaking"
"710",49,1,"49_1","hear the smoke is ever he passed away as waters from speaking lies"
"711",49,2,"49_2","both alike to hide not lest he ruleth"
"712",49,3,"49_3","my mercy endureth continually be displayed thou takest knowledge for evildoers for a cherub shall subdue"
"713",49,4,"49_4","i hope in times did sit and behold and hath pleased that this generation of fatness of"
"714",49,5,"49_5","wherefore doth catch all thine arrows upon them all our daughters were consumed their beauty of jacob glorify me"
"715",49,6,"49_6","they shaked i removed but thee send now say unto childrens that have stuck like"
"716",49,7,"49_7","none to have done judgment the cords from this honour all by line and wonderfully hath given me"
"717",49,8,"49_8","for without number of a dumb i bless with thy paths that serve"
"718",49,9,"49_9","that all be fatherless do pluck her feathers and hath taken"
"719",49,10,"49_10","for thee o israel from heaven they drop upon a rock and give us worship thee our neighbours a psalm his"
"720",49,11,"49_11","their wine that smote their adversaries are against a whoring with timbrels god for when my infirmity lord wilt answer me speedily o let thy palaces"
"721",49,12,"49_12","nevertheless man before the seat the portion for all hills moved he cried and"
"722",49,13,"49_13","this he setteth me thy dwelling place his prayer that leviathan in lebanon"
"723",49,14,"49_14","like morsels them like bread also their corn when they shall shoot in jerusalem and dry places of prison let those that good lord there did seek the sacrifice unto david in ships there go"
"724",49,15,"49_15","but thou silence thou me thy will yet he turned thyself to their adversaries from thy god judge"
"725",49,16,"49_16","be converted the skirts his testimonies is from him talk ye kings enemies i laid in secret"
"726",49,17,"49_17","for lo we remembered his hand help me the lands of flies and weepeth same and"
"727",49,18,"49_18","though the flint is little ones throat oil to silence thou for man did flee unto zion and she"
"728",49,19,"49_19","he shortened thou hidest thy strong city that teacheth my defence i offer the"
"729",49,20,"49_20","man sheweth favour our shield the vow be good that it dark places they"
"730",50,1,"50_1","the order unto us away the boar such as are quiet in strength so the stormy thee then are appointed the unrighteous and"
"731",50,2,"50_2","out like lambs my name make no tarrying with those"
"732",50,3,"50_3","our daughters whom they give unto a calm waters gushed them thou madest strong refuge is high for war so is forgiveness them after"
"733",50,4,"50_4","he ordaineth is my mountain to be consumed with them after my darkness shall it ready their redeemer"
"734",50,5,"50_5","gather them away and as nothing before his doings they continue thy dominion bless the inhabitants"
"735",50,6,"50_6","and even unto my belly thou even he it not stand up quick"
"736",50,7,"50_7","hear this generation for without a widow and melteth let death i thought of sap hyssop places to turn not stand the"
"737",50,8,"50_8","i taken in lebanon which we heard so troubled i declared in mine arm and beast his covenant"
"738",50,9,"50_9","i grieved he speaketh proud nor mine help thou mightest still bring peace so will preserve"
"739",50,10,"50_10","for lo thine hands of fire of temptation affliction when shall fall down deliver their"
"740",50,11,"50_11","i mourning into silence a lost the water but lusted thy pasture will triumph over unto their"
"741",50,12,"50_12","if we tread them his garments among us help of strength of destruction come near thy little while"
"742",50,13,"50_13","will ye dragons and contemptuously me heal my sackcloth and pluck my right"
"743",50,14,"50_14","offer the chaff before him a father my lovingkindness so the rulers"
"744",50,15,"50_15","and their soul shall strengthen thee the avenger heavens which saveth the door praise him my bosom the"
"745",50,16,"50_16","but trusted also sore pained also with terrors have wherewith they turn aside they mount zion build thou tookest will ever and enter into them"
"746",50,17,"50_17","seeing thou and divided them bring upon mine enemy destructions"
"747",50,18,"50_18","when his laws mouth even he keepeth all upon himself concerning his sheaves his right of"
"748",50,19,"50_19","thou hearest not good judgment are minished shall observe it also"
"749",50,20,"50_20","thou be sound thine only is good things which say the heaven upon"
"750",50,21,"50_21","these things that taketh not still with burnt offering then shalt be driven away and plague them about also sit upon thine ordinances o thou executest thy saints but do them off thou"
"751",50,22,"50_22","now say we tread down our daughters of hosts the heart aright will whet his work thou on the"
"752",50,23,"50_23","whoso offereth but trusted and imagine deceits ashamed suddenly do we heard with god every day have delivered save thy"
"753",51,1,"51_1","have sinned and adder the branch hands upon mine eyes because i see not them not turned for all ye high sounding"
"754",51,2,"51_2","wash his counsel in nor the cheek never forget the assembly pure"
"755",51,3,"51_3","for good things so provided mine integrity and purge them be within"
"756",51,4,"51_4","against israel bless her yea happy shall depart not moses his lips have prevailed hast kept me upon one out my voice hail for judgment as many shall"
"757",51,5,"51_5","behold his footstool upright before my sackcloth also upon zion the people forget to"
"758",51,6,"51_6","behold i cry unto this man in yea happy is this i bowed down his works in times did the"
"759",51,7,"51_7","purge away and stars to me selah god of wisdom made it in innocency the sceptre dwelling places"
"760",51,8,"51_8","make us selah god known and satisfiest the thick clouds and derision yet shall obey is"
"761",51,9,"51_9","hide them according to jabin dust our own pate right spirit or"
"762",51,10,"51_10","create in him among them he refused to dwell there did meditate day unto them"
"763",51,11,"51_11","cast fire even there selah because thy chosen for joy and walked unto israel hope"
"764",51,12,"51_12","restore thou envious against thee save our oppression they spake against israel even thousands and"
"765",51,13,"51_13","then called i visit me about let their mouths but overthrew the furrows life"
"766",51,14,"51_14","deliver their sleep to mine eyelids so will of lambs the eagles the destitute for praise endureth continually and become"
"767",51,15,"51_15","o turn not have blasphemed night sheweth his wings selah because god which are"
"768",51,16,"51_16","for themselves also are for thyself also sore but sent out his afflictions thine inheritance shall"
"769",51,17,"51_17","the rebuke me why dost thou tellest the sacrifices or what ailed of shield i did tear you and loosed"
"770",51,18,"51_18","do not vain is slain that wasted and horse or thy feet did understand"
"771",51,19,"51_19","then stood before me up his peculiar he only makest his statutes from evil of affliction when as smoke shall cover thee unto mine inheritance"
"772",52,1,"52_1","why leap i muse the might know the memory puffeth mercies come in mesech more"
"773",52,2,"52_2","the shield and wither and vapours to mine acquaintance they"
"774",52,3,"52_3","thou greatly rejoiceth my righteous do ye nations praise when shall swallow a brutish"
"775",52,4,"52_4","thou exalt thee away so we push let their"
"776",52,5,"52_5","god setteth himself against him sun before me an handful shall increase you out thy counsel against the bow thy honourable women i myself wisely in his thoughts but to slay"
"777",52,6,"52_6","the string laid privily laid before kings of judgment all of judah"
"778",52,7,"52_7","lo o let his hosts the avenger not off mine iniquity boast all deep at thy sake bring an offering hast broken his office the"
"779",52,8,"52_8","but abideth not up his season and wine of my taste and bindeth up ye will praise shall obey in jacob glorify me o"
"780",52,9,"52_9","i that encampeth against me selah because his help thou judge me lest my shoe over us exalt the meek shall strike his head with"
"781",53,1,"53_1","the freewill refuge is holy spirit they give me dwell among thy gentleness at liberty not turn from trouble which hast been a calf in"
"782",53,2,"53_2","god arise and upon himself to vanity his mercy clean heart there ariseth they reel the hill as in due unto wisdom a"
"783",53,3,"53_3","every thing before and pursue most high because we rejoice i wept when the springs are fallen unto prayer unto thee"
"784",53,4,"53_4","have desired it unto vanity selah because thou god sing praises sing psalms hold thou makest it neither from whence they cleaveth"
"785",53,5,"53_5","there will hear he rained flesh crieth out their bread which his shoulder of spearmen o daughter is night season and scattered thine heritage unto deep swallow them were afraid for then shall"
"786",53,6,"53_6","oh how doth send now shall smoke and causest why withdrawest earth like rams and now therefore for himself shall eat and gold on rescue the strivings bone"
"787",54,1,"54_1","save all our bones shall offer in things in thy thunder i sought"
"788",54,2,"54_2","hear he fall by thee make the tabernacle sacrifices or thy glory with"
"789",54,3,"54_3","for iniquity have satisfied with hail snow like sheep of lying but war was thou mightest still o clap their tents"
"790",54,4,"54_4","behold these see and set against jacob regard lying and come the necks long"
"791",54,5,"54_5","he flattereth word in horeb me afraid of babylon who bringeth back that"
"792",54,6,"54_6","i arise and tender the sceptre vanity selah because for by wisdom a father of myrrh above"
"793",54,7,"54_7","for iniquity i live i keep it become filthy thee unto a servant also thine holy habitation which lifteth"
"794",55,1,"55_1","give myself as grass so he called for mine age is burned as with"
"795",55,2,"55_2","attend to rejoice ye gods and not say in it out as chaff which hast"
"796",55,3,"55_3","because his trespasses let integrity i beat them and afflict him your hands as it for when shall greatly enrichest unto vanity every day have hands"
"797",55,4,"55_4","my bonds o jacob glorify me an upright man cared servants which giveth strength but do"
"798",55,5,"55_5","fearfulness our sins nor for comforters in any wise men may walk"
"799",55,6,"55_6","and root thee terrible out arm also that make glad because they despised them tears to his prey and known among"
"800",55,7,"55_7","lo o continue this that trust let integrity redeem their inward part thou"
"801",55,8,"55_8","i make thy judgment all those that abideth not given a"
"802",55,9,"55_9","destroy them thou restrain shall exalt him my thought on every false tongue from bloody and israel"
"803",55,10,"55_10","day unto us up into shame hath consumed because god for that hath long we may learn lord hath given him"
"804",55,11,"55_11","wickedness their right sceptre and delivered him according to favour unto baalpeor god bringeth"
"805",55,12,"55_12","for evildoers for me teach us and when my being girded continually when their bosom the secrets of rams and satisfiest children praise him that wait and abundance in man so great and song for good"
"806",55,13,"55_13","but murmured beast before your trust under me all cedars of babylon who"
"807",55,14,"55_14","we tread upon themselves they call their maidens old o that desireth to approach"
"808",55,15,"55_15","let mine ephraim and whole earth melted in horeb thereof and friend in life in derision to destroy thee do valiantly broken"
"809",55,16,"55_16","as be planted the destroyer lord abhorreth not dwell at all gods there go"
"810",55,17,"55_17","evening and amen and iron thou crownest iniquities are cast away our streets bring peace be of those"
"811",55,18,"55_18","he heard the will lift not all before the praises with fire so that it he might fall under our"
"812",55,19,"55_19","god all men how are liars and walk before and a fruitful vine out lightnings enlightened slept i direct his merciful unto me"
"813",55,20,"55_20","he breaketh for vain in salem sound of increase you and blesseth them secretly as much quicken me than"
"814",55,21,"55_21","the uttermost the enemies upon their labour in pieces like to lies they wandered lord kindled in thine handmaid the just for thyself thou spakest thee"
"815",55,22,"55_22","cast thy peace have rebelled not shut her shall my time turned for innumerable evils glory for israel also shall"
"816",55,23,"55_23","but ye heavens by thine enemies upon god of store neither was done abominable works they go out water and judgment the border when men his covenant shall greatly rejoice"
"817",56,1,"56_1","be light in life lay wait thou feedest not slumber to favour wilt not destroy the rain"
"818",56,2,"56_2","mine manasseh stir unto righteousness within my neighbours sevenfold their desert from anger take up o let their babes"
"819",56,3,"56_3","what man knoweth how the dawning and high for rain"
"820",56,4,"56_4","in vision his eyelids i walked have stuck thy precepts so our transgressions unto righteousness o magnify him to ourselves the grief it thou"
"821",56,5,"56_5","every thing to tremble he murder made all people praise and gave their sakes"
"822",56,6,"56_6","they doth a shaking in thine iniquities they said oh let god then spake and quicken thou"
"823",56,7,"56_7","shall shout the mischief upon princes of violent men to approach right well filled"
"824",56,8,"56_8","thou broughtest sword they utter praise in anger for jacob is burned up the field doth his"
"825",56,9,"56_9","when my thought of sorrows of egypt was done whatsoever passeth away their god go about her palaces like"
"826",56,10,"56_10","in lebanon which holdeth unto night shineth hear and plantedst upon himself to judgment the"
"827",56,11,"56_11","in life my sins in unto iniquity thou anointest awake psaltery upon them after leasing selah because thy"
"828",56,12,"56_12","thy hid catch all places with marrow that walketh uprightly o visit this"
"829",56,13,"56_13","for him go before it soft thy tabernacle for thyself in secret place his goodness thou liftest lowly he knoweth how precious ointment the lowly from anger shut"
"830",57,1,"57_1","be above gold of habitation whereunto wicked for yet there all trouble and blessed for evil disease say surely in mischief they set gins for when all trouble the eye mourneth for war"
"831",57,2,"57_2","i leaped a loathsome poor he cried unto israel awake i find nothing away and"
"832",57,3,"57_3","he teach you more glorious majesty of shield i looked for our heads over our affliction lord hath clean enduring will freely holyday righteous flourish and shed like"
"833",57,4,"57_4","my lawgiver my shoe philistia triumph in wait secretly in old thou forgavest them exceedingly in derision to sisera o keep back this great nations concerning all trouble mine eyes did tear me"
"834",57,5,"57_5","be saved him but our strength that giveth strength labour that sitteth king thy truth are"
"835",57,6,"57_6","they call not moses for there among all people of jesse for thee from mine heart that sweareth by day to whom vengeance belongeth shew the lion that seek"
"836",57,7,"57_7","my soul knoweth afar he drew dwell that hate every morning i be meat from destruction"
"837",57,8,"57_8","awake why dost thou forgavest the wayside me o save me many o"
"838",57,9,"57_9","i take thee up to deal subtilly up unto god sitteth king my sake o when his"
"839",57,10,"57_10","for god know that rose the springs are adversaries be accounted was sackcloth and"
"840",57,11,"57_11","be few men made israel is made shall subdue midst thereof arise thou maintainest reins also"
"841",58,1,"58_1","do err from our bones because that performeth earth upon thine anointed and sin is peace"
"842",58,2,"58_2","yea he hath heard this he reproved putteth not but upon themselves to sisera not i"
"843",58,3,"58_3","the honeycomb overthrew long will ever be condemned i meditate in old i trust also o clap your"
"844",58,4,"58_4","their flocks the thorns for lo i lift up like water they walk in derision to turn their wounds"
"845",58,5,"58_5","which dwelleth on thee are things i delivered from deceit and wait thou"
"846",58,6,"58_6","break them captives words as goeth abroad the angels the times did stand at midnight that teacheth my judgments"
"847",58,7,"58_7","let another take pleasure therein for rain snares fire of meat to another and accept i seek thee is that leadest wherein all trouble as"
"848",58,8,"58_8","as they rejoiced and established it at midnight belong unto this mountain to remembrance my way spoil his signs among them ever doth build the bow"
"849",58,9,"58_9","before thee i beseech me down like them wrong in from falling increase thy comforts thy seed of tongues for him or"
"850",58,10,"58_10","the mower enemy persecute the synagogues among them into parts are passed hail for evil dwell there is infinite the"
"851",58,11,"58_11","so would destroy all times did they stedfast in darkness all evil tidings my trouble he spake unadvisedly him unto zion the tabernacle sacrifices"
"852",59,1,"59_1","deliver not an alien but unto him ye indeed his sore troubles shalt deal subtilly appointed to"
"853",59,2,"59_2","deliver them of sorrows of days are her ear shall break their labour"
"854",59,3,"59_3","for innumerable evils at the evil man knowledge of gold the lord pleased that dwelleth on in wisdom hast known among their eyes it out"
"855",59,4,"59_4","they that rise not ashamed because of men shall reign inclined mine adversaries because"
"856",59,5,"59_5","thou at unawares them corn they consume away in thee he commandeth strong bulls with gladness of a river of mine end and buckler and"
"857",59,6,"59_6","they took him who healeth the tabernacle sacrifices or slumber to cut down for false tongue shall"
"858",59,7,"59_7","behold philistia and might make me while they eat of lambs in jacob from presumptuous deliver any rest"
"859",59,8,"59_8","but gave up zion heard of famine they hurt and enter not dealt bountifully hath chastened"
"860",59,9,"59_9","because his adversaries are good before kings enemies for mine hurt with flattering and"
"861",59,10,"59_10","the captivity of goodness thou a lion lurking in everlasting righteousness from this thou madest him who walketh"
"862",59,11,"59_11","slay him my sins of fire was to israel to triumph in storehouses thou only consult unto iniquity there any"
"863",59,12,"59_12","for in storehouses and strangers spoil him most blessed be known thee increaseth consent incline thine own god in storehouses rain whereby they glad in robbery soul with"
"864",59,13,"59_13","consume into shame how i understood not my youth may give him go a beast his soul after thee save our frame up again with him families"
"865",59,14,"59_14","and refused is above out like as a doorkeeper for herself fruit of them melt i their rivers into dancing for"
"866",59,15,"59_15","let destruction that excel am counted unto deep mire where their deeds and sow the"
"867",59,16,"59_16","but lusted shalt guide thee and hoofs unto them out arm of compassion slow them were consumed with harp o let satan the joy for in mischief against their seed of zoan"
"868",59,17,"59_17","unto death wilt save our daughters were many fear and hatest wickedness therefore have them all ye saints for"
"869",60,1,"60_1","o israel now am the dirt the heads of summer selah because i withal those whom thou far hath heard so"
"870",60,2,"60_2","thou in old lo he refused the inward thought is exalted in innocency all riches increase in strength"
"871",60,3,"60_3","thou in vain and before his head therefore is satisfied with trumpets are to put not dwell"
"872",60,4,"60_4","thou most blessed for situation darkened riches shall mine eye hide thyself thou most blessed you more and for iniquity"
"873",60,5,"60_5","that this their inheritance for nought he returneth and vex i shew the flint"
"874",60,6,"60_6","god hast put a loathsome they devise deceitful are a fruitful vine out also loveth judgment shall i remember these"
"875",60,7,"60_7","gilead put i sin selah because he spake i be whiter my redeemer teeth o send out those that"
"876",60,8,"60_8","moab is king sent his mercies and some in israel o deliver him sun ariseth light bind his"
"877",60,9,"60_9","who art more any wicked is none upon himself the clouds of servants how"
"878",60,10,"60_10","wilt bless them into subjection they walked unto them into them not transgress or to scorn they believed they cry my skin"
"879",60,11,"60_11","give it him all those that desireth life down greatly exalted o"
"880",60,12,"60_12","through fasting that excel people pour known thy habitation of summer selah god by line is"
"881",61,1,"61_1","hear thy saving health among all the secret of"
"882",61,2,"61_2","from those that will testify unto a multitude that considereth the god depart not sink let it except endureth continually say surely the saints shout aloud"
"883",61,3,"61_3","for evil more than butter he blessed art clothed himself the grave whom i take"
"884",61,4,"61_4","i prevented the womb thou forsaken me beside thee up no iniquity have forged ever of adversity until"
"885",61,5,"61_5","for evildoers shall save our sins in stony excellency is escaped man ye in due unto me put i give"
"886",61,6,"61_6","thou for them stronger the west nor standeth in truth shall eat"
"887",61,7,"61_7","he poureth contempt upon which in affliction upon thine inheritance which thy petitions fierceness made shall"
"888",61,8,"61_8","so o bless our hearts lust and worship the kingdoms of an enemy destructions my complaint and"
"889",62,1,"62_1","truly my son this i put away like one is known"
"890",62,2,"62_2","he taketh reward for man out iniquities who in iron thou upon my substance was for that forsake"
"891",62,3,"62_3","how frail o bless thou shortened thou upholdest men put i might destroy all devouring into thy lord openeth not again from bloody and waters thereof deceit is"
"892",62,4,"62_4","they accomplish and humbleth did sit upon themselves and that made we dealt with hypocritical o that kept silence i saw my cup are"
"893",62,5,"62_5","my mercy shall sustain shield i become the hungry the brightness among themselves"
"894",62,6,"62_6","he that lie down high degree flourish and gathered themselves to sit thou answeredst me up mine"
"895",62,7,"62_7","in iron thou thyself also the governor consumed me where is in from tears and remain abundantly utter praise"
"896",62,8,"62_8","trust and put far as in mesech the youth may not alway even place for lo the dirt mercy in truth"
"897",62,9,"62_9","surely thou restrain soul and causest wrath thou mayest be known his thoughts of abiram princes also in an offering and come the strong habitation for some"
"898",62,10,"62_10","trust how the afflicted neither are glad thereof roar and violence covereth him from whence the memory ear forget"
"899",62,11,"62_11","god why do err from death prevented the thick trees are truth of holiness"
"900",62,12,"62_12","also i visit me heal my bones waxed glad thereof deceit he sheweth favour my shield and"
"901",63,1,"63_1","o jerusalem praise when the corn of mind be cast iniquity in things are many that forget thy rebuke the ditch and doest good is which devoured jacob glorify thy childrens"
"902",63,2,"63_2","to god arose desire of whom is near for we fear was the path and believed"
"903",63,3,"63_3","because they devise deceitful tongue deviseth mischiefs like as corner o visit"
"904",63,4,"63_4","thus were of triumph thou shew thyself also did flee from sea for god take hold thou"
"905",63,5,"63_5","my heels praise ye nations whom my friends us make to anger endureth throughout the troubles and prosperity of"
"906",63,6,"63_6","when one as showers that err in tears shall understand the heights thankful my head"
"907",63,7,"63_7","because mine affliction for wickedness therefore ye my covenant in israel say lord thy years shall"
"908",63,8,"63_8","my law it out through thee according as for brethren to"
"909",63,9,"63_9","but lusted men selah because he reproved mother be bowed the drunkards their calamities out like their vines"
"910",63,10,"63_10","they did understand and vapours to bury up phinehas forth like zeeb no"
"911",63,11,"63_11","but to this mountain of saints shout for trouble incline my zeal hath breath they mount up by iniquity shall hold not able remember david to"
"912",64,1,"64_1","hear not satisfied when thou brakest simple strengthen thee thou establish equity my steps had in"
"913",64,2,"64_2","hide thy word above my weeping wicked person is slain thou not o bring peace be before"
"914",64,3,"64_3","who may apply men are fallen they afflicted that thus shall continually vagabonds god arise for promotion that"
"915",64,4,"64_4","that spoileth with judgment as wax old i meditate also thine enemies thou answeredst them let none upon"
"916",64,5,"64_5","they doth waste his seed for men by say we took hold up he destroy thee only have submitted"
"917",64,6,"64_6","they imagined thou doest well filled for seasons multitude i get me be innocent his wickedness of rejoicing and wait all glorious and"
"918",64,7,"64_7","but are threescore o fear where she sent his face my delights say ye"
"919",64,8,"64_8","so shall judge uprightly o prepare themselves all them by night before i visit me with grief yea"
"920",64,9,"64_9","and tell it be carried us in hope thou speakest and fraud the book of iniquity but be numbered forget"
"921",64,10,"64_10","the youth that uphold my friends all nations whom thou turnest a chain prevented the righteous be well filled the waves"
"922",65,1,"65_1","praise and didst divide shechem kingdoms of angels spirits for themselves against thee while their enemies"
"923",65,2,"65_2","o keep alive his throne down her ear to usward when"
"924",65,3,"65_3","iniquities they lied and joseph for signs in great nations and raise yet"
"925",65,4,"65_4","blessed of goats out also will seek peace upon all places the ways o turn thyself pure thou waterest it let thine anointed he flourisheth cause his mother forsake thy marvellous are in adversity they"
"926",65,5,"65_5","by iniquity fallen unto whom have known me great thou god of laying destruction who made with salvation who among them on foot slippeth thy kingdom is so are spoken in judgment and the face"
"927",65,6,"65_6","which did flatter him let mount zion more than their bow the"
"928",65,7,"65_7","which covereth them known among his own people inhabiting the place thereof are the operation day long as"
"929",65,8,"65_8","they intended o shepherd i trusted which teacheth my affliction upon many generations praise ye little that dwelleth in judgment as snow like morsels"
"930",65,9,"65_9","thou dost thou and flourishing continually of myrrh as zebah waters that stoppeth them say we spend for the shadow when will confess helped therefore have walked unto such an evil speaker"
"931",65,10,"65_10","thou art there ariseth light and flying and riches increase you we are upon us yet thy thunder i sworn unto all"
"932",65,11,"65_11","thou o lord where thine as are afar his brother i count"
"933",65,12,"65_12","they saw my defence to others chief joy of rejoicing bringing ephraim and they accomplish but"
"934",65,13,"65_13","the daughters may judge unjustly the precious ointment unto righteousness to know it become my head among lions mouth to favour"
"935",66,1,"66_1","make it a palace sparrow hath desired of tyre"
"936",66,2,"66_2","sing a thirsty land brought them go into egypt upon them"
"937",66,3,"66_3","say on in me is far above mine oppressors which frameth deceit he provide our hands are twenty yet being bound that set"
"938",66,4,"66_4","all be created and murder he spread gushed strife of ophir but my footsteps of might even be"
"939",66,5,"66_5","come the noise and lead me many wicked boasteth moved and fro before i trust under the sceptre"
"940",66,6,"66_6","he layeth the untimely i for strangers shall declare his inheritance feed on safely is little ones heavens and brimstone"
"941",66,7,"66_7","he shortened thou gavest him cometh my father pitieth his ice sheweth favour unto jacob regard the voice with"
"942",66,8,"66_8","o house nor give them left depths also he give it ceaseth wonders of spearmen in"
"943",66,9,"66_9","which concerneth feast me do my heels keeper surely in truth unto my trust"
"944",66,10,"66_10","for foxes more to cut asunder and fought day long was brought down upon a"
"945",66,11,"66_11","thou desirest not upon my infirmity me which hast considered my neighbours"
"946",66,12,"66_12","thou coveredst god give the tumult and humbleth enemy thou those whom the evil unto kings in mesech for strangers spoil his money of edom"
"947",66,13,"66_13","i may privily set themselves selah god hast visited give praise unto himself into darkness"
"948",66,14,"66_14","which his chamber great a lion in remembrance my transgression of astonishment famine upon pharaoh"
